晃 姓。
栽 身體失去平衡而改變姿態或落到低處。
栽 比喻物體受外力影響而落到低處。
栽 比喻犯錯或遭遇困境。
栽 比喻開始接觸後述領域並投入心力。
綿 姓。
尊 中國古代用來盛酒的器皿。
戴 姓。
排 從特定主體中釋出流體或物質。
排 比喻排解特定負面情緒。
排 推開後述物體。
排 比喻利用特定方式使特定對象失去地位或利益。
排 比喻克服或忽略後述對象帶來的阻礙。
排 從特定主體中釋出流體或物質。
排 比喻排解特定負面情緒。
排 推開後述物體。
排 比喻利用特定方式使特定對象失去地位或利益。
排 比喻克服或忽略後述對象帶來的阻礙。
嘗 表事件或狀態從前發生過。
嘗 表事件或狀態從前發生過。
漫 以線條為主，誇張筆法畫出的具有娛樂或諷刺效果的畫。
埋 因結果不符合主事者的期望，而對特定對象感到不滿。
習 姓。
見 表後述動作為被動。
見 表後述動作的對象是說話者。
見 表後述動作為被動。
見 表後述動作的對象是說話者。
見 表後述動作為被動。
見 表後述動作的對象是說話者。
摸 姓。
避 姓。
馳 姓。
腰 姓。
釣 姓。
管 姓。
相 輔佐特定對象進行特定事件。
相 從多個同類對象中挑選出後述對象。
相 中國古代官名，輔佐國君治理國政的人。
相 對君主制國家中主要擁有政治實權的人的指稱。
相 專指象棋遊戲中紅方走田字形步的棋子。
峰 姓。
嘉 位於臺灣西南部，介於雲林縣、台南縣之間的地區。
嘉 位於臺灣西南部，介於雲林縣、台南縣之間的地區。
慈 姓。
巴 用手掌打後述對象的臉。
巴 用力拍打球。
巴 特定物體受力運動後重擊特定對象。
巴 比喻使特定對象在競爭中落後。
巴 用手掌打後述對象的臉。
巴 用力拍打球。
巴 特定物體受力運動後重擊特定對象。
巴 比喻使特定對象在競爭中落後。
巴 用手掌打後述對象的臉。
巴 用力拍打球。
巴 特定物體受力運動後重擊特定對象。
巴 比喻使特定對象在競爭中落後。
巴 用手掌打後述對象的臉。
巴 用力拍打球。
巴 特定物體受力運動後重擊特定對象。
巴 比喻使特定對象在競爭中落後。
巴 用手掌打後述對象的臉。
巴 用力拍打球。
巴 特定物體受力運動後重擊特定對象。
巴 比喻使特定對象在競爭中落後。
巴 用手掌打後述對象的臉。
巴 用力拍打球。
巴 特定物體受力運動後重擊特定對象。
巴 比喻使特定對象在競爭中落後。
巴 用手掌打後述對象的臉。
巴 用力拍打球。
巴 特定物體受力運動後重擊特定對象。
巴 比喻使特定對象在競爭中落後。
巴 用手掌打後述對象的臉。
巴 用力拍打球。
巴 特定物體受力運動後重擊特定對象。
巴 比喻使特定對象在競爭中落後。
巴 用手掌打後述對象的臉。
巴 用力拍打球。
巴 特定物體受力運動後重擊特定對象。
巴 比喻使特定對象在競爭中落後。
巴 用手掌打後述對象的臉。
巴 用力拍打球。
巴 特定物體受力運動後重擊特定對象。
巴 比喻使特定對象在競爭中落後。
巴 用手掌打後述對象的臉。
巴 用力拍打球。
巴 特定物體受力運動後重擊特定對象。
巴 比喻使特定對象在競爭中落後。
伏 姓。
暴 姓。
暴 姓。
潮 地名。在廣東省東部，與福建省交界處。
潮 潮州的文化。
穀 姓。
抵 抵達後述地點。
抵 抵達後述地點。
耀 姓。
番 不講理地吵鬧或提出要求。
番 形容吵鬧不講理的。
歡 姓。
箭 姓。
搭 搭乘有座位的交通工具。
搭 搭乘有座位的遊樂設施。
搭 藉著後述對象的動力移動。
搭 比喻以後述對象為媒介進行特定事件。
搭 利用特定時機獲得競爭上的優勢。
搭 搭乘有座位的交通工具。
搭 搭乘有座位的遊樂設施。
搭 藉著後述對象的動力移動。
搭 比喻以後述對象為媒介進行特定事件。
搭 利用特定時機獲得競爭上的優勢。
搭 搭乘有座位的交通工具。
搭 搭乘有座位的遊樂設施。
搭 藉著後述對象的動力移動。
搭 比喻以後述對象為媒介進行特定事件。
搭 利用特定時機獲得競爭上的優勢。
折 將特定物體的其中一部份翻面，並和其他部份重疊在一起。
折 特定物體的其中一部份翻面和其他部份重疊在一起。
折 用折的方式將紙張做成特定形狀的物體。
折 衣物邊緣布料翻面和其他部份重疊的部位。
折 片狀物以折的方式區分出來的部份中的一個。
折 裝訂成書籍形式的小本子。
練 姓。
賀 姓。
柏 姓。
夜 姓。
蒼 姓。
壯 中國少數民族之一，為人口最多的一個民族。
壯 壯族人的文化。
宏 姓。
版 工業生產中可作為標準的固定樣式。
版 同一出版品或特定商品因形式或裝訂方式的不同而產生的不同出版品或特定商品。
版 比喻特定事件的不同發展情況。
版 報章雜誌每一頁所佔的空間範圍。
版 文字出版品中，相同主題的文章聚集的部份。
版 為了傳遞或公告訊息而設置的板狀物。
版 網路上的討論區，通常劃分不同的主題，讓使用者表達意見，進行討論。
接 姓。
啟 夏朝帝王名。夏禹的兒子。
啟 夏朝帝王名。夏禹的兒子。
衛 乾淨而有利於維持健康的狀態。
衛 乾淨而有利於維持健康的狀態。
衛 乾淨而有利於維持健康的狀態。
衛 乾淨而有利於維持健康的狀態。
品 姓。
決 水量過多而沖破堤防溢出。
紀 將特定事物記錄下來。
紀 記載或描述事物的作品。
紀 中國古代史書的一種體裁，專記帝王的歷史事蹟及大事。
紀 思念特定對象。
紀 古代的時間單位，一紀為十二年。
紀 時間的單位，一世紀為一百年。
紀 地質年代分類單位的一種，在代之下，世之上。
紀 計算分成段落的時間中的一部份的單位。
紀 年齡大致相同的一群人。
紀 將特定事物記錄下來。
紀 記載或描述事物的作品。
紀 中國古代史書的一種體裁，專記帝王的歷史事蹟及大事。
紀 思念特定對象。
紀 古代的時間單位，一紀為十二年。
紀 時間的單位，一世紀為一百年。
紀 地質年代分類單位的一種，在代之下，世之上。
紀 計算分成段落的時間中的一部份的單位。
紀 年齡大致相同的一群人。
曾 後接相隔兩代的直系親屬。
蕩 形容行為舉止或特質容易使人產生情色聯想的。
發出 按特定的分配原則將物品給特定對象。
發出 事先核准後將後述證件或執照給特定對象。
發出 將本身沒有動力的物體射出，使其能在空中運動。
發出 動物用發聲器官產生聲音。
發出 進行動作或事件時產生聲音。
發出 用言語或行為傳達情感或態度。
發出 以文字或言語內容給特定對象，通常要求其接受或回應。
發出 給特定對象婚喪喜慶的邀請函，通常隱含接受者必須送禮。
發出 以電波或電腦為媒介傳送訊息。
發出 以聲或光的方式發出訊號。
發出 公佈消息或新聞。
拽 形容手部無法靈活伸展。
拽 形容手部無法靈活伸展。
剎 將行進中的交通工具減速並停止，通常是車子。
剎 交通工具的煞車裝置，通常是車子。
探知 經過觀察探索後得知特定訊息或知識。
清洗 以水或清潔劑去掉物體上的污垢。
清洗 比喻消除後述對象使其不存在。
清洗 比喻將後述對象排除在特定社會組織之外。
清理 清理乾淨。
清理 將體內不好的物質排出，以使後述對象恢復正常狀況。
清理 將後述想法從心中除去。
清理 比喻整頓。
清潔 形容沒有污垢雜質的。
清潔 清理乾淨。
清潔 形容特定對象看起來簡單清楚不雜亂。
清潔 形容比喻思想純淨沒雜念的。
清潔 形容比喻公正廉潔不貪污的。
清晰 形容感官上明顯容易辨識。
清晰 形容認知的內容容易明確。
油船 專門運送原油或石油產品的輪船。
油污 油質的污垢。
水質 水的品質或性質。
源於 前述對象的來源為。
源於 造成前述對象的原因為。
微粒 微小的粒狀物。
暖季 溫暖的季節。
微小 形容物體非常小。
微小 形容不容易察覺到。
水道 水流的路線。
水道 游泳池或類似場地中被分隔出的行進路線。
水道 經水上通行的路線。
海水 分布在海洋中的水。
播遷 特定對象到處遷移。
播遷 生物透過特定方式至他處生長或繁殖。
範疇 比喻特定對象所涉及到的所有相關事物。
錯亂 形容不正確且沒有秩序和條理的。
錯亂 形容特定對象思緒混亂的。
繁殖 生物大量生產出新個體以繁衍後代。
綜合 經過分析後整合多個特定對象。
綜合 形容特定對象具備多種不同性質或種類的。
簡介 簡單摘要地介紹特定對象。
簡介 簡單摘要地介紹特定對象的訊息內容。
擬訂 初步計畫做後述事件。
弭 姓。
体 以發展體力、增強體質為主的教育，通常包含各種運動項目。
体 進行體育活動或比賽的室內場所。
体 進行體育活動或比賽的室內場所的建築物及建築物所在位置。
体 大學中教授體育知識的教學研究單位。體育系所的簡省。
航道 船隻或飛行器在在水體中或空中移動的特定路線。
記憶力 記憶的能力。
能量 物質做功的能力。
能量 比喻能發揮正面效力的精神心力。
能源 可以產生能量的資源。
挑戰 認真應對特定對象，試圖與其抗衡。
基因 染色體上控制生物性狀的單位，由去氧核糖核酸所構成。為英語gene的音譯。
基因 比喻在不同世代的同類對象上重現的特定特質。
貢獻 不計回報地提供後述對象給特定對象。
做出 以特定原料或材料做成成品，強調動作的結果。
做出 將材料依照設計規格，建造後述供人類活動的房屋或土木工程，強調動作的結果。
做出 依照特定想法或概念創作出特定對象，強調動作的結果。
做出 擺出後述表情或姿勢。
做出 以眼神或其他肢體動作傳遞特定訊息。
做出 標示後述記號。
做出 做，取代整個事件，強調動作的結果。
做出 判斷並做出陳述。
做出 拿定主意去行動。
枯竭 形容水體的水量變少、水位降低。
枯竭 形容比喻前述對象減少到幾乎沒有剩下。
指標 具有指示方向或距離等訊息的指示牌。
指標 比喻可提供做為特定依據的特定對象。
浮游 水中生物在靠近水面處活動。
浮游 在空氣中飄浮移動。
浮游 比喻沒有固定目標地到處移動。
浮游 以呼吸管伸出水面呼吸，而不攜帶氧氣筒潛水。
浮游 水中生物在靠近水面處活動。
浮游 在空氣中飄浮移動。
浮游 比喻沒有固定目標地到處移動。
浮游 以呼吸管伸出水面呼吸，而不攜帶氧氣筒潛水。
高於 高度大於後述比較對象。
高於 數目或數量大於後述比較對象。
高於 程度大於後述比較對象。
高於 社會地位大於後述比較對象。
高點 特定事件發展達到的最高程度。
那時 詢問時間。
那時 詢問時間。
防患未然 在事情發生前做準備，不讓其發生。
典型 形容在同類對象中具有代表性特徵。
典型 在同類對象中具有代表性特徵的特定對象。
制約 特定對象以其他對象為其存在和變化的條件。
受益 形容得到好處、利益。
定律 在特定條件下，特定事件發展的必然程序或現象。
定值 固定的數值。
定值 固定數值。
定值 形容數值固定的。
折衷 在不同的作法之間採取較中立的作法。
沉船 沉沒在海底的船。
沉船 船隻沉沒。
沉積 形容同類物體逐漸沈澱、聚積在特定地點。
沉積 形容比喻特定抽象事物累積。
伴隨 和特定對象一起存在或發生。
伴隨 引介事件變化的條件。
定論 對特定事件做出不再改變的論斷。
定論 對特定事件所做出的不再改變的論斷。
入手 主事者原本不擁有的後述對象變成主事者的。
入手 以前述對象為事件開始的基礎。
入侵 外來的特定對象強行進入不屬於自己的領地，通常會進行武力攻擊。
入侵 比喻特定外來抽象對象影響到後述對象原本的發展。
入侵 比喻未經允許就自行進入特定電腦主機內，通常會竊取資料或竄改程式。
力爭 盡最大的努力和其他對象互相奪取特定對象，不退讓。
下結論 總結最後的論斷。
上去 往高處移動。
上去 置於動詞之後，表示進行前述具有趨向性的動作。
大於 體積超過後述對象。
大於 容量超過後述對象。
大於 數目或數量超過後述對象。
大於 程度超過後述對象。
大氣 包圍在地球外的空氣，內含多種氣體，其中以氮、氧為主要成分。
大氣 大學中教授大氣知識的教學研究單位。大氣系所的簡省。
大氣 包圍在地球外的空氣，內含多種氣體，其中以氮、氧為主要成分。
大氣 大學中教授大氣知識的教學研究單位。大氣系所的簡省。
子孫 人類代代繁衍出的子孫。
干預 強行介入特定事件並影響該事件的發展。
中毒 接觸到危害身體健康的物質而產生不良反應。
中毒 比喻受到特定對象的深入影響而強烈支持或喜愛該對象。
中毒 電腦遭到一種會不斷自動複製的程式破壞。
中葉 較長時期的三個分段中中間的一段，通常用於世紀或朝代。
公約 多個特定對象對於特定議題所訂定的共同遵守的條約，通常是國家間。
公眾 大多數的人。
公眾 形容和大多數的人有關的。
可行 形容特定事件具備實行的條件。
可能性 特定事件實現的可能性。
外殼 動物或植物果實表面的較硬有機組織，通常具有保護作用。
外殼 包裹在物品表面的堅硬部份，通常具有保護作用。
外殼 比喻特定對象呈現出的表象。
永久 形容狀態一直持續不變。
永久 表狀態持續，不會隨著時間而改變。
永久 長久持續的時間。
生命力 特定對象生存、發展的能力。
升高 數值變大。
升高 音高變高。
升高 程度或標準變高。
升高 前述物體從頂部到地面的距離變大。
升高 物體所處的位置離地面的距離變大。
升高 比喻前述對象輩份或地位階級變大。
創造性 具有創新思想和表現的特質。
寒流 從寒冷地帶向中、低緯度地區移動，造成氣溫驟降的冷氣團。
寒流 從高緯度流向低緯度，比所經區域的海水溫度還低的洋流。
寒流 比喻特定產業不景氣的事件。
途徑 特定行進路徑。
途徑 比喻能達到特定目標的途徑。
途徑 比喻特定事件的發展過程。
排污 從特定主體中釋出有汙垢雜質的流體或物質。
排放到 特定主體釋出流體或物質到後述地點。
排入 依照特定方式將特定對象安置到後述地點。
排入 特定對象排列到後述隊伍中。
排入 比喻規劃特定對象並將其安排至後述事件中。
排入 操控交通工具的變速器，使其變成後述檔位。
排入 依照特定方式將特定對象安置到後述地點。
排入 特定對象排列到後述隊伍中。
排入 比喻規劃特定對象並將其安排至後述事件中。
排入 操控交通工具的變速器，使其變成後述檔位。
排出 依照特定方式排列特定對象，使其成為後述圖案。
排出 依照特定原則，安排特定事件的進行。
