團 量詞。計算向特定中心聚集但無固定形狀的物體的單位。
團 軍隊編組建制的單位。歷代不一。陸軍介於師、旅之間，三營為一團，現已取消不用。
團 估量、猜度。
土 地域、疆域。
土 五行之一。
土 二一四部首之一。
園 供人遊覽、休憩的地方。
園 帝王、后妃等的墓地。
圓 量詞。計算錢幣的單位。一圓等於十角。
圓 形容沒有稜角的。
圓 從中心到周圍每一點的距離都相等的形體稱為「圓」。
圓 婉轉、滑潤。
圓 不露稜角的、環形的。相對於「方」。
圓 完整、周全、豐滿。
圓 完成、使完整。
圓 貨幣的名稱。
圖 普通名詞。用來代表或解釋抽象概念的一組線條、形狀與顏色。常用接尾詞。
圖 欲念。
圖 繪畫、描繪。
戰機 用於攻敵作戰的飛機。
戰機 作戰的謀略。
國 普通名詞。介於國民小學和高級中學之間等級的學校。「國中」的簡省。
國 城市。
國 姓。如春秋時齊國有國佐。
圈 量詞。計算環繞次數的單位。
圈 
圈 計算物體繞著軸心，做出的圓周運動的單位。
圈 飼養獸畜的地方。
圈 普通名詞。同一緯度的點所連結起來的頭尾相連的假想線。
圈 指特定的行業範疇。
圈 姓。如漢代有圈稱。
大部份 表揣測數量超過半數以上，且比較接近全部的數量。
期望 普通名詞。對對象未來發展能達到目標的希望。
期望 冀望、希望。
種族 人的種類。世界人類以膚色分黃、白、黑、棕、紅五種。種下又別為族，如我國的漢、滿、蒙、回、藏、苗等族。
種族 人類的生物分類中，能以遺傳背景區分的族群。如現代智人中的蒙古種。
種族 誅族。
防務 一切防禦措施。
攝護腺 為雄性哺乳類，體內生殖系統的附屬腺體，位於輸精管的兩旁，圍繞膀胱的頸部及尿道；分泌鹼性液汁，使精子容易泄出。
拜拜 一種供神的儀式。
拜拜 再見。為英語 bye-bye的音譯。
許可 允准、答應。
屍體 人或動物死後所留下的軀體。
車隊 因同一目的而聚集成的汽、機車團隊。
眼角 上、下眼皮的接合處。
無罪 沒有過錯。
無罪 罪狀不成立。
合理 合乎道理、事理。
雙軌 兩線軌道並列。
雙軌 兩件事可同時進行。
地 普通名詞。太陽系的第三顆行星。
地 陸地。
地 置於「立」、「坐」、「臥」等動詞之後。相當於「著」。
地 普通名詞。與說話者相對，在地心引力方向，可以支撐或站立的面。
地 田地、土地。
地 本質、質地、底子。
地 人類萬物棲息生長的場所。有時直接指地球。如：「大地」、「天地」、「地心」。易經．繫辭下:「仰則觀象於天，俯則觀法於地。」
律師 精通戒律的法師。
律師 受當事人委託或法院指定，協助當事人進行訴訟、辯護或處理有關法律事務的專業人員。
律師 唐代對道士的一種尊稱。按修行其一曰法師，其二曰威儀師，其三曰律師。
在 決定、依靠。
